ABC,MCMC,SMC
250.00000000000003,11.138094706674122,86.85364251668273
235.4975388332602,13.77359906964588,97.02551209111465
249.99999999999997,9.779378661481287,82.00497708351733
239.42458338241914,8.835608116066808,75.46459916555547
274.654683112059,16.436296883465264,101.38728623302741
255.17458048356363,31.37646900992482,112.00782006687098
213.5463330983103,11.856218996486819,78.90214478537511
265.987997503691,16.19248214553367,83.24645882589307
250.0,8.226599660064654,96.17016280965184
250.0,18.723698043513732,55.54223552124704
302.49638485584336,41.312074619097984,86.22890705609716
244.98998463776746,21.500982020326173,81.03775127629703
260.4141667362722,8.202882319929877,95.98297042478079
250.0,23.017238016772968,82.66050659130212
237.39523241204458,15.582377185100981,135.98287442217952
375.3426106432192,12.551860045256605,87.65181214016579
261.121214189462,9.237361866976613,105.73033724976817
262.8711651955912,12.833919707478252,118.86324651772375
249.99999999999997,12.838599796300095,123.09797189202531
247.58087945114696,13.264850463388598,80.50078342632537
223.68669883079963,17.874103428359707,95.72952995565701
250.0,14.81027283069392,117.85628346076064
247.31850694468417,10.15931842036284,82.27180631549132
230.055627579777,12.311280783408707,189.98032187360712
255.20013119443814,12.837849245946314,83.30827087469258
228.99955084608288,14.406012115645208,123.55630303573199
256.6905087698966,10.385090585729174,94.47415964923555
249.99999999999997,16.07013068468131,98.62799617195543
314.67353593315033,6.821700472247032,79.24955746150847
246.3033220889941,16.611612376252012,63.10785309492225
243.21411594797945,12.522558589291403,116.7093289050615
250.0,10.147848615022212,113.68510435541926
250.19169713497172,18.986192219377024,155.2056508397148
250.0,10.395509273930477,90.21078053151622
307.1922727122887,10.482459118707347,83.43273975366589
249.99999999999994,10.051890356350924,80.8542434373674
250.0,10.47314118821172,82.66897520278921
258.01993123974006,13.841789062149672,117.2243971731948
235.07373247361951,7.5993788976166075,111.66336065494934
337.8616264581479,7.965498666257281,80.52505497735807
284.73634964843365,10.696435345630292,37.37082468697691
245.0896371036917,9.36162305657909,83.2676532328305
435.27874068420044,20.297293818439094,105.74867245528024
292.7824742780123,15.042123401374447,70.59997609100854
250.0,21.76646461268559,73.50761576234623
244.68948915916926,10.019456173883334,103.2085162442259
266.1711765968083,16.35521509781132,82.26011465680409
250.0,9.396169142879785,136.52628052825176
242.01053890696645,5.356302522181629,110.24285989818537
218.54601305656533,10.468285110453191,102.84800125898869
249.32932807900121,14.755075019021922,89.7292579280965
690.6371510416686,17.7597907982295,81.86032166477025
242.30633103424836,4.479085211684956,80.42917357839819
566.2478687701197,15.519581984638243,105.85614472226943
288.47384365165624,8.392364819198653,123.04842032538699
240.74917773622295,13.894318936292715,73.93136475976814
417.4822657902244,7.48120120948913,79.2257429085375
232.55430594103035,13.594364082145827,115.00581370675485
252.79953574370353,12.271515997678396,92.54352204280502
253.4308719600324,7.641091766009634,104.39952216339735
248.05500595847445,12.067514677759965,0.0
250.0,12.288042136579309,78.10485657980956
430.74800547049176,16.8357724033915,113.90867246736323
